order,brand,biller
460,蔡澜港式点心,"['蔡澜港式点心', '蔡澜港式点心（龙岗万科广场店）', '蔡澜港式点心（光明大仟里店）', '蔡澜港式点心（宝安大仟里店）', '蔡', '蔡澜港式点心(深圳卓悦汇店)', '蔡澜港式点心(深圳龙华天虹购物中心店)', '蔡澜港式点心（龙华天虹购物中心店）', '蔡澜港式点心（南山来福士店）', '蔡澜港式点心（中航城君尚店）', '蔡澜港式点心（卓悦中心店）', '点心荟', '点心侠']"
461,原味主张椰子鸡,"['原味主张椰子鸡', '深圳市原味主张椰子鸡南山分店', '原味主张椰子鸡(悦方广场店)', '原味主张椰子鸡岁宝益田店', '原味主张椰子鸡光明万达店', '原味主张', '原味主张椰子鸡（沙井店）', '深圳原味主张椰子鸡（金吉祥广场店）', '深圳原味主张椰子鸡(观澜湖新城店)', '原味主张椰子鸡（宝安上合优城店）', '原味主张椰子鸡（布吉佳兆业店）', '原味主张椰子鸡（悦方广场店）', '原味椰子鸡', '原味主张椰子鸡西乡店', '原味主张椰子鸡凤凰店', '原味主张椰子鸡天利店', '原味主张·椰子鸡（观澜湖新城店）']"
462,辣员外-重庆老火锅,"['重庆老火锅', '田火辣重庆老火锅']"
465,美奈小馆,"['深圳市美奈小馆店', '美奈小馆星河购物公园店', '美奈小馆海雅缤纷城店', '美发小馆']"
466,真真厦港,['真真']
467,研卤堂现捞热卤,['卤什么现捞热卤']
468,虎头局渣打饼行,['行']
469,唐恩都乐,"['唐', '恩', '，，，唐']"
470,MR.TOAST吐司先生,"['MR', '剪.Mr', 'Mr Wang', 'mr max网咖', 'Mr Liang', 'Mr 蔡', 'Mr.Z', 'MR-郑', 'MR 魔法衣橱', '👈Mr. Chen', 'Mr..超']"
472,小李烧鸡,"['小李', '小李烧烤']"
473,敏华冰厅,"['敏华冰厅深圳kkmall分店', '敏华冰厅（深圳平安金融中心分店）', '敏华冰厅（深圳万科广场分店）', '敏华冰厅（深圳壹方城店）', '敏', '敏华冰厅(深圳卓悦店)']"
474,肥韬金牌茶餐厅,"['肥韬金牌茶餐厅', '茶餐厅', '肥韬茶餐厅', '肥韬·香港金牌茶餐厅', '肥韬琻牌茶餐厅（南山mini店）', '茶美餐厅', '肥韬茶餐厅（南山mini店）', '肥韬茶餐厅（皇庭旗舰店）', '肥韬茶餐厅（南山旗舰店）', '肥韬茶餐厅（光明万达店）']"
476,牛小灶牛腩煲,"['牛小灶', '牛小灶牛杂煲']"
477,子情贝诺,"['子情贝诺', '掌上生活-（年度新户）子情贝诺30元代金券', '深圳子情贝诺', '子情贝诺会展南店', '子情贝诺会展北店', '子情贝诺和平店', '子情贝诺ICHIBENOR', '子情贝诺Online', '情', '深圳市子情贝诺品牌管理有限公司正力广场分公司', '深圳市子情贝诺品牌管理有限公司石岩分公司', '深圳市子情贝诺品牌管理有限公司万丰分公司', '子情贝诺来福士店', '掌上生活-子情贝诺·生日蛋糕（学府店）', '深圳市子情贝诺品牌管理有限公司和平分公司', '深圳市子情贝诺品牌管理有限公司后瑞分公司', '子情贝诺·面包蛋糕（绿海湾店）', '诺']"
478,卤有有,['有']
479,鸟剑居酒屋,"['鸟剑居酒屋', '鸟剑居酒屋东海国际店', '鸟剑居酒屋景田店', '鸟剑居酒屋嘉汇广场店', '鸟剑居酒屋石厦店', '剑', '鸟剑居酒屋南山大道店', '鸟剑居酒屋东华园店', '颜鲜烧鸟居酒屋（西丽店）']"
480,谭德七鬼包子,['鬼包子']
481,牛奶棚,"['深圳市南山区风行牛奶', 'A燕麦牛奶', '银鹭花生牛奶', '东方御景晨光牛奶', '无糖巧克力牛奶', '兴联发牛奶', '一杯纯牛奶🥛', '湛江风行牛奶', '简单白全脂牛奶', '蒙牛纯牛奶', '冰可可牛奶']"
482,有茶,"['有茶', 'YOTEA有茶', 'YO!TEA有茶（龙岗天光城店）', '深圳市龙岗龙城万科里有茶', '金有茶铺', 'YO!Tea有茶（摩尔城店）', '深圳市有茶龙城万科里店', '有茶天安云谷店', 'YO!Tea有茶', 'YOTEA有茶（大浪商业中心店）', '深圳市福田区楠方有茶饮品店', 'YOTEA有茶(福田丰盛町店)', '深圳市有茶光明大仟里店', '深圳市有茶餐饮天安云谷店', '深圳市宝安区佳漾汇有茶饮品店', '有茶YOTEA(深圳横岗天虹店)', '天有茶庄丨罗湖店', '有茶（中航城君尚购物中心店）', 'YO！tea有茶航城里店', '深圳市宝安区有茶小刺猬水果茶饮店', '万科滨海置地店（有茶）', 'YO!TEA有茶', '深圳市龙岗区有茶坂田乐荟店', 'YOTEA有茶乐淘里店', '有茶水果茶饮店']"
483,广莲申,['申']
484,鲁味斋,['鲁']
485,大益茶庭,"['大益茶', '天利名城大益茶', '大益茶（公元盛世体验馆）']"
486,老碗会,"['老碗会', '老碗会陕西手工面', '老碗会（世贸店）', '老碗会连城二期店', '会', '老碗会软件产业基地', '老碗会龙华龙悦居店', '老碗会民治天虹店', '老碗会福田卓悦店', '老碗会福永益田店', '老碗会中心书城店', '老碗会东门太阳百货店', '老碗会梦创广场店', '老碗会光明广场店', '老碗会·陕西手工面（瑞思CC店）']"
488,baker&Spice,"['Ak', 'aK', 'CE', 'Ice', 'PRICE', 'CNE', 'oic bakery', 'ICA BAKE']"
491,京炉·北京烤鸭火锅,['北京烤鸭']
492,七个粉,['七个粉']
493,LOKAL,"['OK', 'oK', 'POLOWALK', 'ALS', '深圳市LOOKA咖啡店', '深圳市POLOWALK卓越沙井店', 'ALi', '浮生花事FLORALIFE', 'local bar']"
494,daozao料理美术馆,"['ZAO', 'DaoDao']"
495,MJ水果鲜奶茶,"['J', 'MJ', '水果鲜']"
497,不二斋,['不二']
498,FOODBOWL超级碗轻食,"['bo', 'BO', 'OD', 'WL']"
500,炊烟小炒黄牛肉,"['黄牛肉', '小炒', '黄牛肉档', '牛肉挡', '牛肉丸', '牛肉店', '牛羊肉', '牛肉酱', '牛肉档', '笨湘小炒黄牛肉']"
501,鸟鹏烧鸟居酒屋,"['鸟鹏烧鸟居酒屋', '鹏', '鸟鸣烧鸟居酒屋', '鸟鸣烧鸟居酒屋（天安云谷店）']"
502,皖厨,"['深圳市皖厨印力餐饮有限公司', '皖厨上城店', '深圳市皖厨壹方城餐饮有限公司', '皖厨山徽店', '深圳市皖厨卓中餐饮有限公司', '深圳市皖厨雅宝餐饮有限公司', '皖厨超总店', '深圳市皖厨徽时餐饮有限公司', '皖厨万食店']"
503,深井陈记烧鹅,"['陈记', '陈记烧鹅', '陈记烧鹅店', '烧鹅皇', '烧鹅王', '烧鹅坊']"
504,悦百味·品质川菜,"['川菜馆', '川菜王']"
505,TWGTea,"['TWG Tea', 'Eva']"
506,一心烤肉,"['一心', '一心烧烤']"
508,丘大叔柠檬茶,"['丘大叔', '丘大叔柠檬茶（东海缤纷天地分店）', '丘大叔柠檬茶（欢乐海岸店）', '丘', '丘大叔柠檬茶（前海科兴分店）', '丘大叔柠檬茶（皇庭广场分店）', '丘大叔柠檬茶（万象天地店）', '丘大叔柠檬茶（罗湖宝能分店）', '朱大叔柠檬茶', '茂名市朱大叔柠檬茶饮品店', '大咖柠檬茶', '大C柠檬茶', '龙叔柠檬茶', '康大叔手打柠檬茶']"
510,圣都爪掌柜,['圣']
511,牛大吉,['牛大吉']
513,墨茉点心局,['墨']
514,山山家,['商户_代山山']
516,卡玛王子,"['卡玛王子', '深圳市卡玛王子餐饮管理有限公司', '卡玛王子井形色城店', '卡玛王子（龙华大浪店）']"
518,BERRYHERE,"['Yh', 'Ry', 'YH', 'Rex']"
519,四小姐的店,"['二小姐的店', '橙小姐的店', '楠小姐的店', '小姐姐的花店', '二小姐的店（福城天虹店）', '深圳市二小姐的店（龙坪天虹店）', '黄小姐的店（平湖店）', '黄小姐的店（宝安店）', '深圳市宝安松岗夏小姐的店服装店']"
520,C‘FINE初饭轻食咖啡,"['c f♛', '瑞致纯剪（C）', 'G.P.I.C', 'C--君', 'THE ""STAR"" FERRY C L', 'C-137', 'C 小罗', '荣耀6A 数据线 USB Type-A转USB Type-C', 'FAR EAST HYDROFOIL C', 'APP智能证件照-电子照-基础-一寸-C', 'C°Cafe', '【开源】QT-mysql-C++万能XX管理系统（客户端+管']"
521,蘩楼,"['蘩楼（黄贝岭店）', '蘩楼（蛇口店）', '蘩楼（南山信和广场店）', '蘩楼（罗湖口岸佳宁娜广场店）', '蘩楼（宝安南路店）', '蘩楼（华强北店）', '蘩楼（西乡店）', '蘩楼（龙岗中心城世贸店）']"
522,He’s何师烧烤,"['E？S', '何', '烧烤摊', '烧烤吧', '烧烤店', '烧烤档']"
523,牛牛西厨,"['牛牛', '牛牛西施']"
526,小霞包点,"['小霞包点', '小霞包点（深圳店1）', '小霞包点深圳松岗店', '小霞包点（深圳店）', '小霞包点（深圳南山店）', '小霞包点（观平路店）', '小霞包点（融域名城店）', '小霞包点深圳盛平店', '小霞包点上塘店', '小霞包点深圳民治店', '小霞包点沙井店', '小霞包点（石鼓店）', '小霞包点和平店', '霞', '包点', '龙华区共和花园小霞包点', '小霞包点广州市光孝路店', '小霞包点（南油店）', '龙华小霞包点', '小霞', '小霞包点深圳金鼎盛店', '小霞包点（南山店）', '小霞包点（宝安三围店）', '小霞包點', '小霞糕点', '小燕包点']"
527,炸小明,"['明', '小明']"
528,蛋糕盒子,['蛋糕盒']
529,容先生夫妻肺片,['容']
532,TACO STAR,"['喜福星有限公司 PROGRESSIVE STAR LIMITED', '星享餐厅-star&kitchen', 'starr', 'Stars', 'TK STAR', 'All-star']"
533,途尚咖啡,"['恋尚咖啡', '尚道咖啡', '街尚咖啡']"
537,2046湘味厨房,"['0', '6', '味厨', '2', '2046湘味厨房（科技园南区3店）', '2046湘味厨房（深圳湾店）', '4', '46', '20', '2046湘味厨房（科技园海王店）']"
538,玲姐海鲜火锅,"['玲', '玲姐', '💫💫玲']"
539,傻子烧鸡酱肉,"['酱', '傻子', '烧鸡酱牛肉']"
540,捞厨好面,"['捞厨好面', '深圳市捞厨好面', '捞厨好面（连城新天地店）', '捞厨好面（上梅林卓越城店）', '捞厨好面（兴东店）', '捞厨好面宝能店', '捞厨好面港铁颂荟店', '捞厨好面（清湖店）', '捞厨好面 创维店', '捞厨好面（E城店）', '捞厨好面（万科云城店）', '捞厨好面（高铁店）', '捞厨好面梅林店', '捞厨好面御龙湾店', '捞厨好面天安云谷店', '福永天虹捞厨好面馆', '超吉捞厨好面勤诚达店']"
541,桃园汤包,"['桃李汤包', '农园汤包', '沁园汤包', '新园汤包', '春园汤包']"
542,cococean椰子水,"['Ocean', 'oclean']"
544,点点鲜,"['深圳市龙岗区点点鲜果批发行', '每天努力一点点']"
546,牛九张宫廷酥牛肉饼,"['宫廷酥牛肉饼', '牛九张']"
547,大满贯Damanguan,"['man', 'UA', 'Man', 'Awang', 'AngIa', 'Amani', 'amain']"
550,南城香,['深圳市飞翔小白鸽（华南城）']
551,御蝶坊,"['御蝶坊', '御蝶坊(海上世界店)', '御蝶坊(石岩店)', '御蝶坊(上合店)', '御蝶坊(香缤广场店)', '御蝶坊(领域店)', '御蝶坊(新地中央店)', '御蝶坊(光明蓝鲸世界店)', '御蝶坊(中粮创芯店)', '御蝶坊(后瑞店)', '御蝶坊(石岩世纪城店)', '御蝶坊(前海店)', '御蝶坊(光明大仟里店)', '御蝶坊(西荟城店)', '御蝶坊(信和店)', '御蝶坊(翻身店)', '御蝶坊(宝安勤诚达店)', '御蝶坊(康城店)', '御蝶坊(嘉域店)', '御蝶坊(新澜店)', '御蝶坊(福永天虹店)', '御蝶坊(中洲店)', '御蝶坊(欢乐港湾店)', '御蝶坊(龙华书城店)', '御蝶坊(新村店)', '御蝶坊(新城市广场店)', '御蝶坊(灵芝店)', '御蝶坊(宝能城店)']"
552,讲喜冰室,"['喜瑞冰室', '喜点冰室', '喜家冰室']"
554,肥汁米兰香港米线,['米兰']
555,食古论今,['论']
556,柏斯garden,"['DENG', 'Dean', 'End', 'harden']"
557,金稻园砂锅粥,"['砂锅粥', '稻香园砂锅粥', '东园砂锅粥', '南园砂锅粥', '稻香园潮汕砂锅粥']"
558,陈鹏鹏卤鹅饭店,"['陈鹏鹏卤鹅饭店', '陈鹏卤鹅饭店', '卤鹅饭店', '鹏鹏', '陈鹏']"
559,春满园,"['春满园', '春满园(时代店)', '深圳市春满园龙源盛世餐饮管理有限公司', '深圳市春满园粤和海顺大酒楼有限公司', '春满园(东方世纪店)', '春满园(时代科技店)', '深圳市春满园喜宴餐饮管理有限公司', '深圳市春满园濠盛餐饮管理有限公司', '春满园(龙楹湾店)', '深圳市春满园前面是海餐饮管理有限公司', '深圳市春满园东方世纪大酒楼有限公司', '深圳市春满园濠盛店', '深圳市春满园酒店管理有限公司', '深圳市春满园山海宴食馆有限公司', '春满园饮食管理服务(深圳)龙楹湾酒楼', '春满园饮食管理服务(深圳)时代科技大酒楼', '深圳市春满园粤餐厅', '深圳市春满园海景湾店', '深圳市春满园海景湾餐饮管理有限公司', '深圳市春满园前面是海店', '深圳市春满园时代大酒楼', '深圳市春满园龙源盛世店', '深圳市春满园物业管理有限公司', '春满园大酒楼']"
563,蓝瓶咖啡,"['COTTI COFFEE', 'Morse Coffee', 'KING COFFEE', 'A coffee 咖啡', 'Blue Bag', 'ART COFFEE', 'wavy coffee', 'SIVAN COFFEE', 'BIRR COFFEE', 'PAIX COFFEE', 'the coffee', 'LOTTA COFFEE', 'YOKO COFFEE', 'COFFEE P.S.', 'DUNE COFFEE', 'wish coffee', 'ooo coffee', 'BETA COFFEE', 'BREVO COFFEE', 'Intro coffee', 'JYC COFFEE', 'TABLE COFFEE', 'Blue P', 'anew coffee', 'BELLA COFFEE', 'abit coffee', 'bre.coffee', 'Keeki Coffee', 'AKK Coffee', 'DDAO coffee', 'No.8 Coffee', 'MAN coffee', 'No.t Coffee', '瑞艺恩·coffee', 'USSO COFFEE', 'click coffee', 'cay coffee', 'Meet Coffee', 'Paige coffee', 'Coffee Raw', 'BAM. COFFEE', 'MlCOO COFFEE', 'Chill Coffee', 'Blue Whale', 'Tri coffee', 'RACY COFFEE', 'Ghost Coffee', 'KABO COFFEE', 'Add+ Coffee', 'EEL COFFEE', 'UP&UP Coffee', 'TRY COFFEE', 'FAVOR COFFEE', '534 Three dimensional bright moon, blue and white 立体皓月蓝白', 'PURE COFFEE', 'light coffee', 'LOCAL COFFEE', 'Blue Auction', 'Yoka Coffee', 'loopy•coffee', 'Vibe coffee', 'T·A·B Coffee', '葵·COFFEE PUB', 'its coffee', 'OASIS COFFEE', 'BLUE WOLF Coffee', 'Ablue Art Coffee', 'Sencoffee']"
564,天台上见,"['天台上见烧烤', '深圳市天台上见餐饮有限公司']"
566,喜婆婆炸串,"['炸串铺', '炸串店']"
